city,timestamp,temp,dwpt,rhum,prcp,wdir,wspd,pres,coco
Chennai,2025-02-09 16:00:00,26.1,21.5,76.0,0.0,37.0,12.6,1013.7,1.0
Chennai,2025-02-09 20:00:00,24.4,22.1,87.0,0.0,30.0,11.5,1012.5,1.0
Chennai,2025-02-10 00:00:00,23.1,22.3,95.0,0.0,28.0,10.4,1012.4,2.0
Chennai,2025-02-10 04:00:00,28.3,19.0,57.0,0.0,93.0,13.7,1015.9,2.0
Chennai,2025-02-10 08:00:00,30.7,14.3,37.0,0.0,83.0,12.2,1013.2,3.0
Chennai,2025-02-10 12:00:00,28.2,17.1,51.0,0.0,51.0,14.4,1012.1,3.0
Chennai,2025-02-10 16:00:00,25.7,19.6,69.0,0.0,56.0,14.8,1015.2,3.0
Chennai,2025-02-10 20:00:00,23.7,19.6,78.0,0.0,62.0,10.1,1013.2,3.0
Chennai,2025-02-11 00:00:00,22.1,20.0,88.0,0.0,263.0,7.6,1013.3,3.0
Chennai,2025-02-11 04:00:00,27.3,19.6,63.0,0.0,198.0,4.3,1016.0,3.0
Chennai,2025-02-11 08:00:00,32.2,15.7,37.0,0.0,57.0,15.8,1012.8,3.0
Chennai,2025-02-11 12:00:00,27.7,17.6,54.0,0.0,73.0,14.0,1012.1,3.0
Chennai,2025-02-11 16:00:00,25.2,20.7,76.0,0.0,76.0,10.4,1014.7,3.0
Chennai,2025-02-11 20:00:00,23.5,21.8,90.0,0.0,64.0,7.6,1012.8,3.0
Chennai,2025-02-12 00:00:00,20.9,20.7,99.0,0.0,295.0,6.1,1012.7,5.0
Chennai,2025-02-12 04:00:00,25.9,21.3,76.0,0.0,267.0,7.2,1016.1,3.0
Chennai,2025-02-12 08:00:00,32.2,17.7,42.0,0.0,73.0,14.8,1012.7,3.0
Chennai,2025-02-12 12:00:00,28.3,16.9,50.0,0.0,87.0,13.0,1011.7,3.0
Chennai,2025-02-12 16:00:00,24.6,22.3,87.0,0.0,83.0,9.0,1014.4,3.0
Chennai,2025-02-12 20:00:00,22.0,21.3,96.0,0.0,335.0,4.7,1012.7,3.0
Chennai,2025-02-13 00:00:00,20.9,20.7,99.0,0.0,264.0,7.2,1012.0,5.0
Chennai,2025-02-13 04:00:00,25.7,19.6,69.0,0.0,218.0,8.3,1015.4,3.0
Chennai,2025-02-13 08:00:00,32.8,14.4,33.0,0.0,111.0,13.3,1012.1,3.0
Chennai,2025-02-13 12:00:00,28.0,18.7,57.0,0.0,118.0,13.7,1011.2,3.0
Chennai,2025-02-13 16:00:00,24.6,20.9,80.0,0.0,129.0,7.9,1013.9,3.0
Chennai,2025-02-13 20:00:00,22.0,20.8,93.0,0.0,222.0,5.8,1011.9,1.0
Chennai,2025-02-14 00:00:00,20.3,20.1,99.0,0.0,253.0,9.7,1011.9,5.0
Chennai,2025-02-14 04:00:00,25.5,20.7,75.0,0.0,205.0,9.7,1015.5,3.0
Chennai,2025-02-14 08:00:00,33.5,14.6,32.0,0.0,119.0,15.5,1011.6,3.0
Chennai,2025-02-14 12:00:00,28.8,17.7,51.0,0.0,121.0,13.7,1010.4,1.0
Chennai,2025-02-14 16:00:00,25.1,21.4,80.0,0.0,130.0,11.9,1013.3,1.0
Chennai,2025-02-14 20:00:00,23.1,21.5,91.0,0.0,219.0,9.0,1011.8,1.0
Chennai,2025-02-15 00:00:00,21.6,21.4,99.0,0.0,251.0,9.0,1011.2,3.0
Chennai,2025-02-15 04:00:00,26.7,20.8,70.0,0.0,227.0,8.6,1013.9,2.0
Chennai,2025-02-15 08:00:00,32.1,19.0,46.0,0.0,112.0,16.9,1010.8,3.0
Chennai,2025-02-15 12:00:00,28.2,20.2,62.0,0.0,121.0,15.1,1009.6,3.0
Chennai,2025-02-15 16:00:00,25.5,22.4,83.0,0.0,110.0,14.4,1012.5,1.0
Chennai,2025-02-15 20:00:00,24.1,22.4,90.0,0.0,140.0,13.3,1011.2,1.0
Chennai,2025-02-16 00:00:00,22.3,22.0,98.0,0.0,258.0,8.3,1011.5,2.0
Chennai,2025-02-16 04:00:00,27.6,20.9,67.0,0.0,210.0,9.7,1014.5,1.0
Chennai,2025-02-16 08:00:00,32.5,17.2,40.0,0.0,94.0,14.0,1011.2,1.0
Chennai,2025-02-16 12:00:00,28.2,19.2,58.0,0.0,97.0,15.1,1011.3,1.0
Chennai,2025-02-16 16:00:00,25.9,21.3,76.0,0.0,106.0,14.0,1014.2,1.0
Chennai,2025-02-16 20:00:00,24.5,21.6,84.0,0.0,118.0,10.8,1013.1,1.0
Chennai,2025-02-17 00:00:00,22.4,21.6,95.0,0.0,274.0,6.5,1012.8,3.0
Chennai,2025-02-17 04:00:00,27.9,21.4,68.0,0.0,155.0,8.3,1016.0,2.0
Chennai,2025-02-17 08:00:00,32.0,18.6,45.0,0.0,125.0,14.4,1013.0,1.0
Chennai,2025-02-17 12:00:00,28.5,19.4,58.0,0.0,116.0,14.0,1012.3,1.0
Chennai,2025-02-17 16:00:00,26.1,21.1,74.0,0.0,123.0,9.4,1014.5,1.0
Chennai,2025-02-17 20:00:00,23.9,21.4,86.0,0.0,227.0,5.4,1012.9,1.0
Chennai,2025-02-18 00:00:00,22.0,21.5,97.0,0.0,269.0,4.7,1012.9,2.0
Chennai,2025-02-18 04:00:00,27.6,21.2,68.0,0.0,170.0,8.3,1016.0,2.0
Chennai,2025-02-18 08:00:00,31.9,18.5,45.0,0.0,129.0,16.2,1013.2,1.0
Chennai,2025-02-18 12:00:00,28.5,19.2,57.0,0.0,135.0,14.4,1012.0,1.0
Chennai,2025-02-18 16:00:00,25.9,20.5,72.0,0.0,130.0,10.4,1014.3,1.0
Chennai,2025-02-18 20:00:00,23.6,20.9,85.0,0.0,224.0,6.5,1012.3,1.0
Chennai,2025-02-19 00:00:00,21.3,20.5,95.0,0.0,267.0,6.8,1011.5,1.0
Chennai,2025-02-19 04:00:00,27.8,21.1,67.0,0.0,182.0,7.6,1013.8,1.0
Chennai,2025-02-19 08:00:00,31.7,18.7,46.0,0.0,122.0,15.8,1010.8,1.0
Chennai,2025-02-19 12:00:00,28.2,20.2,62.0,0.0,124.0,15.8,1009.7,1.0
Chennai,2025-02-19 16:00:00,26.0,21.2,75.0,0.0,122.0,12.6,1013.0,1.0
Chennai,2025-02-19 20:00:00,24.2,22.3,89.0,0.0,172.0,9.4,1011.3,1.0
Chennai,2025-02-20 00:00:00,22.1,21.4,96.0,0.0,258.0,6.1,1011.6,2.0
Chennai,2025-02-20 04:00:00,28.0,21.1,66.0,0.0,159.0,10.1,1014.6,2.0
Chennai,2025-02-20 08:00:00,32.0,17.5,42.0,0.0,128.0,15.5,1011.7,1.0
Chennai,2025-02-20 12:00:00,28.6,19.3,57.0,0.0,128.0,12.6,1011.0,1.0
Chennai,2025-02-20 16:00:00,26.2,21.8,77.0,0.0,115.0,12.2,1014.4,1.0
Chennai,2025-02-20 20:00:00,24.6,22.3,87.0,0.0,134.0,7.2,1013.2,2.0
Chennai,2025-02-21 00:00:00,23.3,22.5,95.0,0.0,289.0,5.4,1013.2,3.0
Chennai,2025-02-21 04:00:00,28.1,21.9,69.0,0.0,78.0,7.9,1016.2,3.0
Chennai,2025-02-21 08:00:00,32.2,19.1,46.0,0.0,82.0,12.6,1013.6,1.0
Chennai,2025-02-21 12:00:00,28.5,20.5,62.0,0.0,83.0,13.3,1011.9,1.0
Chennai,2025-02-21 16:00:00,26.2,22.3,79.0,0.0,104.0,9.4,1014.7,1.0
Chennai,2025-02-21 20:00:00,24.9,22.2,85.0,0.0,83.0,8.3,1013.8,2.0
Chennai,2025-02-22 00:00:00,23.1,22.4,96.0,0.0,300.0,5.4,1013.7,3.0
Chennai,2025-02-22 04:00:00,28.8,21.1,63.0,0.0,90.0,3.2,1016.5,1.0
Chennai,2025-02-22 08:00:00,32.2,20.1,49.0,0.0,96.0,15.1,1013.2,1.0
Chennai,2025-02-22 12:00:00,28.5,19.4,58.0,0.0,112.0,14.4,1012.3,1.0
Chennai,2025-02-22 16:00:00,26.0,21.7,77.0,0.0,107.0,9.4,1015.9,1.0
Chennai,2025-02-22 20:00:00,24.4,22.5,89.0,0.0,137.0,9.7,1014.2,1.0
Chennai,2025-02-23 00:00:00,22.9,22.4,97.0,0.0,259.0,5.8,1013.7,2.0
Chennai,2025-02-23 04:00:00,28.2,21.5,67.0,0.0,219.0,6.5,1016.0,1.0
Chennai,2025-02-23 08:00:00,33.4,18.4,41.0,0.0,81.0,15.1,1012.8,1.0
Chennai,2025-02-23 12:00:00,29.2,19.8,57.0,0.0,94.0,13.3,1012.6,1.0
Chennai,2025-02-23 16:00:00,26.2,22.3,79.0,0.0,64.0,9.4,1015.7,1.0
Chennai,2025-02-23 20:00:00,24.7,23.5,93.0,0.0,114.0,9.4,1013.8,1.0
Chennai,2025-02-24 00:00:00,23.0,22.8,99.0,0.0,286.0,6.8,1013.3,5.0
Chennai,2025-02-24 04:00:00,27.2,21.9,73.0,0.0,355.0,7.2,1016.8,2.0
Chennai,2025-02-24 08:00:00,31.9,17.0,41.0,0.0,61.0,18.7,1013.8,1.0
Chennai,2025-02-24 12:00:00,28.7,21.2,64.0,0.0,62.0,18.4,1012.6,1.0
Chennai,2025-02-24 16:00:00,26.6,22.4,78.0,0.0,52.0,15.8,1016.1,1.0
Chennai,2025-02-24 20:00:00,25.0,22.9,88.0,0.0,10.0,12.2,1014.6,2.0
Chennai,2025-02-25 00:00:00,23.4,22.7,96.0,0.0,331.0,7.9,1014.2,3.0
Chennai,2025-02-25 04:00:00,29.8,20.1,56.0,0.0,51.0,15.5,1016.9,3.0
Chennai,2025-02-25 08:00:00,32.0,17.1,41.0,0.0,54.0,22.3,1014.8,2.0
Chennai,2025-02-25 12:00:00,29.1,19.7,57.0,0.0,45.0,20.5,1013.9,1.0
Chennai,2025-02-25 16:00:00,26.9,22.5,77.0,0.0,29.0,16.6,1017.0,1.0
Chennai,2025-02-25 20:00:00,25.8,22.7,83.0,0.0,17.0,16.6,1015.5,3.0
Chennai,2025-02-26 00:00:00,24.5,22.9,91.0,0.0,6.0,14.8,1014.4,2.0
Chennai,2025-02-26 04:00:00,29.9,20.5,57.0,0.0,44.0,19.4,1017.1,1.0
Chennai,2025-02-26 08:00:00,32.3,18.1,43.0,0.0,49.0,22.7,1014.4,1.0
Chennai,2025-02-26 12:00:00,28.8,21.1,63.0,0.0,39.0,25.9,1013.0,1.0
Chennai,2025-02-26 16:00:00,26.8,22.0,75.0,0.0,40.0,20.5,1016.2,1.0
Chennai,2025-02-26 20:00:00,24.9,22.6,87.0,0.0,5.0,13.3,1014.2,1.0
Chennai,2025-02-27 00:00:00,24.0,22.6,92.0,0.0,1.0,12.2,1013.2,2.0
Chennai,2025-02-27 04:00:00,29.1,21.1,62.0,0.0,45.0,18.4,1015.8,3.0
Chennai,2025-02-27 08:00:00,31.9,17.8,43.0,0.0,51.0,20.5,1012.7,3.0
Chennai,2025-02-27 12:00:00,28.7,19.9,59.0,0.0,47.0,23.0,1011.3,3.0
Chennai,2025-02-27 16:00:00,26.6,21.4,73.0,0.0,42.0,16.9,1014.7,3.0
Chennai,2025-02-27 20:00:00,25.7,22.8,84.0,0.0,18.0,14.8,1012.7,3.0
Chennai,2025-02-28 00:00:00,24.5,22.8,90.0,0.0,351.0,12.6,1011.7,3.0
Chennai,2025-02-28 04:00:00,29.5,21.5,62.0,0.0,48.0,17.3,1015.0,3.0
Chennai,2025-02-28 08:00:00,31.6,19.6,49.0,0.0,50.0,21.2,1011.9,3.0
Chennai,2025-02-28 12:00:00,29.0,21.2,63.0,0.0,67.0,19.1,1010.4,3.0
Chennai,2025-02-28 16:00:00,27.8,22.1,71.0,0.0,68.0,15.5,1014.4,2.0
Chennai,2025-02-28 20:00:00,26.5,22.6,79.0,0.0,62.0,13.7,1012.6,2.0
Kolkata,2025-02-01 00:00:00,21.3,21.1,99.0,0.0,117.0,4.0,1011.0,5.0
Kolkata,2025-02-01 04:00:00,24.9,22.0,84.0,0.2,170.0,7.9,1014.2,7.0
Kolkata,2025-02-01 08:00:00,29.4,21.1,61.0,0.0,258.0,6.8,1010.9,2.0
Kolkata,2025-02-01 12:00:00,26.5,21.7,75.0,0.0,315.0,5.8,1010.7,1.0
Kolkata,2025-02-01 16:00:00,23.6,21.1,86.0,0.0,170.0,5.8,1012.8,1.0
Kolkata,2025-02-01 20:00:00,21.1,20.8,98.0,0.0,215.0,6.1,1011.6,1.0
Kolkata,2025-02-02 00:00:00,21.3,21.3,100.0,0.0,276.0,3.6,1011.4,5.0
Kolkata,2025-02-02 04:00:00,24.2,21.7,86.0,0.0,289.0,2.9,1014.9,5.0
Kolkata,2025-02-02 08:00:00,29.8,20.4,57.0,0.0,287.0,7.2,1010.8,2.0
Kolkata,2025-02-02 12:00:00,27.1,21.4,71.0,0.0,301.0,6.1,1010.1,1.0
Kolkata,2025-02-02 16:00:00,23.7,21.6,88.0,0.0,154.0,7.2,1012.5,1.0
Kolkata,2025-02-02 20:00:00,20.9,20.6,98.0,0.0,271.0,2.5,1011.9,1.0
Kolkata,2025-02-03 00:00:00,20.4,20.2,99.0,0.0,334.0,4.7,1011.5,5.0
Kolkata,2025-02-03 04:00:00,24.9,21.0,79.0,0.0,50.0,7.6,1014.9,3.0
Kolkata,2025-02-03 08:00:00,30.0,16.8,45.0,0.0,270.0,5.4,1011.9,1.0
Kolkata,2025-02-03 12:00:00,26.9,14.0,45.0,0.0,306.0,7.2,1011.7,1.0
Kolkata,2025-02-03 16:00:00,23.9,15.9,61.0,0.0,152.0,2.9,1014.4,1.0
Kolkata,2025-02-03 20:00:00,21.0,14.9,68.0,0.0,20.0,7.9,1013.2,1.0
Kolkata,2025-02-04 00:00:00,18.8,14.5,76.0,0.0,7.0,4.0,1013.1,1.0
Kolkata,2025-02-04 04:00:00,24.4,13.3,50.0,0.0,345.0,3.6,1015.9,1.0
Kolkata,2025-02-04 08:00:00,28.4,12.7,38.0,0.0,302.0,8.6,1012.1,1.0
Kolkata,2025-02-04 12:00:00,25.4,15.1,53.0,0.0,308.0,5.4,1011.2,1.0
Kolkata,2025-02-04 16:00:00,22.4,15.3,64.0,0.0,132.0,5.0,1012.7,2.0
Kolkata,2025-02-04 20:00:00,19.6,15.5,77.0,0.0,239.0,5.4,1011.2,3.0
Kolkata,2025-02-05 00:00:00,17.7,16.2,91.0,0.0,276.0,5.0,1011.2,2.0
Kolkata,2025-02-05 04:00:00,24.6,14.7,54.0,0.0,301.0,4.7,1013.8,1.0
Kolkata,2025-02-05 08:00:00,30.3,13.6,36.0,0.0,281.0,9.4,1009.7,3.0
Kolkata,2025-02-05 12:00:00,27.4,16.1,50.0,0.0,260.0,4.0,1009.6,1.0
Kolkata,2025-02-05 16:00:00,23.5,19.2,77.0,0.0,153.0,5.4,1011.6,1.0
Kolkata,2025-02-05 20:00:00,21.5,20.3,93.0,0.0,242.0,4.3,1011.2,1.0
Kolkata,2025-02-06 00:00:00,20.5,19.8,96.0,0.0,334.0,4.7,1011.8,1.0
Kolkata,2025-02-06 04:00:00,27.0,16.6,53.0,0.0,349.0,11.2,1014.2,1.0
Kolkata,2025-02-06 08:00:00,30.3,15.6,41.0,0.0,330.0,11.9,1011.0,1.0
Kolkata,2025-02-06 12:00:00,27.2,15.9,50.0,0.0,315.0,6.1,1010.4,1.0
Kolkata,2025-02-06 16:00:00,23.5,17.3,68.0,0.0,159.0,3.2,1012.6,1.0
Kolkata,2025-02-06 20:00:00,21.7,13.3,59.0,0.0,351.0,10.4,1012.3,1.0
Kolkata,2025-02-07 00:00:00,18.1,7.2,49.0,0.0,350.0,8.6,1013.4,1.0
Kolkata,2025-02-07 04:00:00,22.5,5.0,32.0,0.0,327.0,9.0,1016.8,1.0
Kolkata,2025-02-07 08:00:00,26.9,6.3,27.0,0.0,300.0,7.6,1013.6,1.0
Kolkata,2025-02-07 12:00:00,23.8,9.4,40.0,0.0,285.0,5.0,1012.7,1.0
Kolkata,2025-02-07 16:00:00,20.4,10.2,52.0,0.0,109.0,6.1,1014.4,1.0
Kolkata,2025-02-07 20:00:00,18.2,12.2,68.0,0.0,6.0,3.2,1013.4,1.0
Kolkata,2025-02-08 00:00:00,16.0,11.6,75.0,0.0,345.0,7.6,1013.8,1.0
Kolkata,2025-02-08 04:00:00,22.7,11.1,48.0,0.0,14.0,9.0,1016.9,1.0
Kolkata,2025-02-08 08:00:00,27.4,6.2,26.0,0.0,323.0,10.8,1013.4,1.0
Kolkata,2025-02-08 12:00:00,23.2,8.9,40.0,0.0,312.0,7.6,1012.7,1.0
Kolkata,2025-02-08 16:00:00,19.8,10.5,55.0,0.0,136.0,5.4,1014.9,1.0
Kolkata,2025-02-08 20:00:00,17.8,11.1,65.0,0.0,1.0,4.0,1014.0,1.0
Kolkata,2025-02-09 00:00:00,15.1,11.1,77.0,0.0,321.0,5.8,1013.4,1.0
Kolkata,2025-02-09 04:00:00,22.9,11.3,48.0,0.0,332.0,3.2,1016.1,1.0
Kolkata,2025-02-09 08:00:00,27.3,7.7,29.0,0.0,291.0,9.0,1012.4,1.0
Kolkata,2025-02-09 12:00:00,23.9,10.2,42.0,0.0,279.0,6.1,1011.9,1.0
Kolkata,2025-02-09 16:00:00,20.4,11.9,58.0,0.0,183.0,7.2,1013.6,1.0
Kolkata,2025-02-09 20:00:00,17.5,14.8,84.0,0.0,249.0,5.4,1013.2,1.0
Kolkata,2025-02-10 00:00:00,16.1,14.5,90.0,0.0,287.0,4.0,1013.3,1.0
Kolkata,2025-02-10 04:00:00,24.6,15.5,57.0,0.0,258.0,3.2,1016.5,1.0
Kolkata,2025-02-10 08:00:00,29.9,16.7,45.0,0.0,243.0,7.6,1012.7,1.0
Kolkata,2025-02-10 12:00:00,26.7,18.0,59.0,0.0,211.0,10.8,1012.0,1.0
Kolkata,2025-02-10 16:00:00,21.9,19.6,87.0,0.0,199.0,9.4,1014.0,1.0
Kolkata,2025-02-10 20:00:00,21.0,20.3,96.0,0.0,216.0,9.7,1012.5,1.0
Kolkata,2025-02-11 00:00:00,20.6,20.3,98.0,0.0,218.0,8.3,1012.1,1.0
Kolkata,2025-02-11 04:00:00,25.3,20.1,73.0,0.0,240.0,10.4,1014.9,2.0
Kolkata,2025-02-11 08:00:00,30.6,17.3,45.0,0.0,278.0,9.0,1011.5,1.0
Kolkata,2025-02-11 12:00:00,27.4,17.3,54.0,0.0,265.0,7.2,1010.5,1.0
Kolkata,2025-02-11 16:00:00,22.7,21.0,90.0,0.0,191.0,11.9,1012.9,1.0
Kolkata,2025-02-11 20:00:00,22.0,21.3,96.0,0.0,197.0,9.4,1011.5,1.0
Kolkata,2025-02-12 00:00:00,20.4,20.1,98.0,0.0,314.0,3.2,1011.6,1.0
Kolkata,2025-02-12 04:00:00,25.0,20.7,77.0,0.0,269.0,4.3,1014.9,3.0
Kolkata,2025-02-12 08:00:00,31.4,18.0,45.0,0.0,285.0,7.2,1010.9,1.0
Kolkata,2025-02-12 12:00:00,28.3,14.9,44.0,0.0,283.0,7.6,1010.3,1.0
Kolkata,2025-02-12 16:00:00,24.4,20.1,77.0,0.0,164.0,9.7,1012.8,1.0
Kolkata,2025-02-12 20:00:00,22.4,22.1,98.0,0.0,185.0,7.2,1011.3,1.0
Kolkata,2025-02-13 00:00:00,22.2,22.0,99.0,0.0,116.0,3.2,1010.7,5.0
Kolkata,2025-02-13 04:00:00,26.6,21.8,75.0,0.2,327.0,9.0,1013.7,7.0
Kolkata,2025-02-13 08:00:00,30.8,15.6,40.0,0.0,292.0,9.0,1010.2,1.0
Kolkata,2025-02-13 12:00:00,27.4,16.1,50.0,0.0,287.0,9.0,1009.5,1.0
Kolkata,2025-02-13 16:00:00,23.8,16.1,62.0,0.0,202.0,4.7,1011.5,1.0
Kolkata,2025-02-13 20:00:00,20.7,15.7,73.0,0.0,317.0,9.7,1011.6,1.0
Kolkata,2025-02-14 00:00:00,18.8,7.9,49.0,0.0,7.0,8.6,1011.5,1.0
Kolkata,2025-02-14 04:00:00,25.0,6.7,31.0,0.0,352.0,10.1,1014.9,1.0
Kolkata,2025-02-14 08:00:00,28.6,4.8,22.0,0.0,292.0,7.9,1010.8,1.0
Kolkata,2025-02-14 12:00:00,25.0,8.9,36.0,0.0,273.0,8.3,1009.8,1.0
Kolkata,2025-02-14 16:00:00,21.4,10.5,50.0,0.0,176.0,6.5,1012.4,1.0
Kolkata,2025-02-14 20:00:00,19.2,10.7,58.0,0.0,214.0,6.5,1011.4,1.0
Kolkata,2025-02-15 00:00:00,16.9,12.4,75.0,0.0,344.0,5.8,1011.7,1.0
Kolkata,2025-02-15 04:00:00,25.0,12.9,47.0,0.0,302.0,2.2,1014.1,1.0
Kolkata,2025-02-15 08:00:00,30.1,9.1,27.0,0.0,272.0,9.0,1010.4,1.0
Kolkata,2025-02-15 12:00:00,26.4,10.5,37.0,0.0,288.0,7.9,1009.9,1.0
Kolkata,2025-02-15 16:00:00,23.3,11.7,48.0,0.0,143.0,6.1,1011.8,1.0
Kolkata,2025-02-15 20:00:00,19.4,17.4,88.0,0.0,228.0,7.2,1010.9,1.0
Kolkata,2025-02-16 00:00:00,18.1,17.5,96.0,0.0,275.0,4.7,1011.1,2.0
Kolkata,2025-02-16 04:00:00,25.5,19.9,71.0,0.0,214.0,7.6,1014.1,1.0
Kolkata,2025-02-16 08:00:00,31.2,13.9,35.0,0.0,234.0,11.5,1010.7,1.0
Kolkata,2025-02-16 12:00:00,27.8,15.8,48.0,0.0,199.0,10.8,1010.3,1.0
Kolkata,2025-02-16 16:00:00,22.7,18.9,79.0,0.0,185.0,10.1,1013.3,1.0
Kolkata,2025-02-16 20:00:00,21.5,20.8,96.0,0.0,172.0,8.6,1012.9,1.0
Kolkata,2025-02-17 00:00:00,20.8,20.6,99.0,0.0,152.0,6.1,1012.9,1.0
Kolkata,2025-02-17 04:00:00,27.3,20.6,67.0,0.0,217.0,11.2,1015.7,3.0
Kolkata,2025-02-17 08:00:00,31.8,17.7,43.0,0.0,234.0,12.2,1012.1,1.0
Kolkata,2025-02-17 12:00:00,28.0,18.7,57.0,0.0,190.0,11.5,1011.5,1.0
Kolkata,2025-02-17 16:00:00,24.0,20.9,83.0,0.0,185.0,8.6,1013.9,1.0
Kolkata,2025-02-17 20:00:00,21.8,20.3,91.0,0.0,173.0,4.7,1013.2,1.0
Kolkata,2025-02-18 00:00:00,20.7,19.7,94.0,0.0,153.0,4.0,1012.4,1.0
Kolkata,2025-02-18 04:00:00,26.7,19.3,64.0,0.0,336.0,2.9,1015.3,1.0
Kolkata,2025-02-18 08:00:00,32.0,17.9,43.0,0.0,300.0,7.9,1011.6,1.0
Kolkata,2025-02-18 12:00:00,28.2,19.2,58.0,0.3,303.0,6.1,1011.5,17.0
Kolkata,2025-02-18 16:00:00,24.1,19.8,77.0,0.0,177.0,7.2,1013.6,1.0
Kolkata,2025-02-18 20:00:00,22.4,21.7,96.0,0.0,203.0,5.8,1012.3,2.0
Kolkata,2025-02-19 00:00:00,20.3,19.6,96.0,0.0,353.0,5.0,1012.4,2.0
Kolkata,2025-02-19 04:00:00,25.8,21.7,78.0,0.0,38.0,3.2,1015.0,1.0
Kolkata,2025-02-19 08:00:00,28.3,21.8,68.0,0.1,192.0,3.6,1011.4,17.0
Kolkata,2025-02-19 12:00:00,26.2,20.5,71.0,0.1,325.0,15.8,1010.5,17.0
Kolkata,2025-02-19 16:00:00,21.0,19.6,92.0,0.0,138.0,5.4,1013.7,1.0
Kolkata,2025-02-19 20:00:00,20.6,19.1,91.0,0.0,158.0,8.3,1012.9,1.0
Kolkata,2025-02-20 00:00:00,20.4,19.4,94.0,0.0,166.0,4.0,1012.9,2.0
Kolkata,2025-02-20 04:00:00,24.6,20.9,80.0,0.7,327.0,19.4,1016.5,17.0
Kolkata,2025-02-20 08:00:00,27.7,19.8,62.0,0.1,225.0,8.3,1013.3,7.0
Kolkata,2025-02-20 12:00:00,25.0,21.5,81.0,0.0,144.0,4.0,1012.1,3.0
Kolkata,2025-02-20 16:00:00,21.4,20.0,92.0,0.0,267.0,2.9,1015.9,3.0
Kolkata,2025-02-20 20:00:00,20.4,19.4,94.0,0.0,278.0,2.5,1014.1,1.0
Kolkata,2025-02-21 00:00:00,18.8,18.3,97.0,0.0,7.0,2.9,1014.2,2.0
Kolkata,2025-02-21 04:00:00,24.7,20.2,76.0,0.0,293.0,4.0,1017.0,2.0
Kolkata,2025-02-21 08:00:00,28.9,19.5,57.0,0.0,289.0,6.5,1013.5,1.0
Kolkata,2025-02-21 12:00:00,26.4,21.4,74.0,0.0,260.0,4.3,1012.2,1.0
Kolkata,2025-02-21 16:00:00,23.1,20.8,87.0,0.0,176.0,8.3,1014.2,1.0
Kolkata,2025-02-21 20:00:00,20.9,20.4,97.0,0.0,240.0,5.0,1013.7,1.0
Kolkata,2025-02-22 00:00:00,20.1,19.6,97.0,0.0,23.0,2.2,1014.2,1.0
Kolkata,2025-02-22 04:00:00,25.8,21.9,79.0,0.0,216.0,8.6,1017.0,3.0
Kolkata,2025-02-22 08:00:00,28.8,21.1,63.0,0.1,167.0,12.6,1013.3,17.0
Kolkata,2025-02-22 12:00:00,23.4,20.2,82.0,0.0,358.0,14.4,1013.6,3.0
Kolkata,2025-02-22 16:00:00,21.3,19.4,89.0,0.0,159.0,5.4,1016.5,3.0
Kolkata,2025-02-22 20:00:00,19.5,18.7,95.0,0.0,182.0,3.6,1014.5,1.0
Kolkata,2025-02-23 00:00:00,19.2,18.2,94.0,0.0,254.0,10.8,1015.2,3.0
Kolkata,2025-02-23 04:00:00,24.0,19.9,78.0,0.0,338.0,8.6,1018.2,3.0
Kolkata,2025-02-23 08:00:00,27.9,18.9,58.0,0.0,355.0,6.5,1014.3,2.0
Kolkata,2025-02-23 12:00:00,25.8,21.7,78.0,0.0,323.0,3.6,1013.8,2.0
Kolkata,2025-02-23 16:00:00,22.7,19.5,82.0,0.0,49.0,5.0,1016.8,1.0
Kolkata,2025-02-23 20:00:00,19.9,18.2,90.0,0.0,65.0,5.4,1015.4,1.0
Kolkata,2025-02-24 00:00:00,19.1,18.1,94.0,0.0,340.0,6.1,1016.6,1.0
Kolkata,2025-02-24 04:00:00,24.7,19.3,72.0,0.0,31.0,4.0,1019.4,1.0
Kolkata,2025-02-24 08:00:00,28.9,17.8,51.0,0.0,299.0,2.9,1015.5,1.0
Kolkata,2025-02-24 12:00:00,25.8,19.7,69.0,0.0,310.0,4.3,1014.0,1.0
Kolkata,2025-02-24 16:00:00,22.9,18.2,75.0,0.0,78.0,6.1,1017.1,1.0
Kolkata,2025-02-24 20:00:00,20.5,16.9,80.0,0.0,160.0,5.8,1015.9,1.0
Kolkata,2025-02-25 00:00:00,19.5,17.3,87.0,0.0,39.0,5.8,1016.6,1.0
Kolkata,2025-02-25 04:00:00,26.5,18.6,62.0,0.0,34.0,2.9,1019.7,1.0
Kolkata,2025-02-25 08:00:00,29.0,16.6,47.0,0.0,226.0,6.5,1016.2,2.0
Kolkata,2025-02-25 12:00:00,25.8,19.4,68.0,0.0,312.0,5.0,1015.9,2.0
Kolkata,2025-02-25 16:00:00,23.0,18.8,77.0,0.0,86.0,8.3,1018.6,1.0
Kolkata,2025-02-25 20:00:00,20.6,18.2,86.0,0.0,137.0,3.2,1017.7,1.0
Kolkata,2025-02-26 00:00:00,19.1,17.6,91.0,0.0,17.0,5.4,1018.1,1.0
Kolkata,2025-02-26 04:00:00,25.6,19.0,67.0,0.0,53.0,3.2,1020.2,1.0
Kolkata,2025-02-26 08:00:00,29.3,16.8,47.0,0.0,344.0,5.0,1016.3,3.0
Kolkata,2025-02-26 12:00:00,26.1,18.8,64.0,0.0,306.0,6.5,1014.9,3.0
